Unnamed: 0,id,name,country_latitude,country_longitude,city,city_latitude,city_longitude,poi,poi_latitude,poi_longitude,category,subcategory,value_en,opening_hours,opening_hours_source,rating,reviews_count,price_level,google_place_id,match_confidence
763,765,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Fuente Mágica de Montjuic,41.3712,2.15174,Fuente,fountain,fountain,,,4.5,,,,
776,778,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Las Cuatro Columnas,41.3707,2.15202,Fuente,fountain,architectural structure,24/7,OSM,4.4,,,,0.38
777,779,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Estación de Palau Reial,41.3864,2.11883,Fuente,fountain,metro station,,,4.2,,,,
779,781,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Fuente de la Belleza,41.3687,2.16501,Fuente,fountain,fountain,10:00-dusk,OSM,4.4,,,,0.43
788,790,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Palacete Albéniz,41.3672,2.15572,Fuente,fountain,building,,,3.4,,,,
789,791,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Fuente de las Tres Gracias (Barcelona),41.3801,2.17528,Fuente,fountain,fountain,,,4.2,,,,
796,798,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Jardines de Can Sentmenat,41.4027,2.11486,Fuente,fountain,garden,,,4.6,,,,
800,802,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Fuente de Hércules,41.4018,2.16637,Fuente,fountain,sculpture,,,4.7,,,,
802,804,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Fuente de Diana,41.3916,2.17118,Fuente,fountain,fountain,24/7,OSM,4.5,,,,0.4
831,833,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Fuente de Neptuno (Barcelona),41.3791,2.17932,Fuente,fountain,fountain,Mo-Sa 10:00-19:00,OSM,4.5,,,,0.52
832,834,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,A Galceran Marquet,41.3783,2.17897,Fuente,fountain,sculpture,"Su, Tu-We 17:00-00:30; Th 17:00-01:00; Fr-Sa 17:00-02:00",OSM,4.3,,,,0.44
839,841,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Fuente de los Niños,41.3881,2.18402,Fuente,fountain,fountain,,,3.5,,,,
840,842,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Jardines del Umbráculo,41.3687,2.1577,Parque,conservatory,garden,,,4.8,,,,
860,862,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Projecte Forestier,41.4195,2.16933,Fuente,fountain,geographical feature,,,4.5,,,,
873,875,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Bombardeos aéreos de Barcelona en enero de 1938,41.3833,2.17505,Monumento,memorial,battle,"Mo-Fr 10:30-21:00; Sa-Su 10:30-14:00, 15:00-21:00",OSM,4.4,,,,0.62
917,919,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Fuente de Ceres,41.367,2.14471,Fuente,fountain,fountain,,,4.4,,,,
951,954,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Montbau,41.4309,2.143,Fuente,fountain,neighborhood,,,4.0,,,,
1008,1011,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Fuente de la Plaza de España (Barcelona),41.375,2.14916,Fuente,fountain,sculpture,,,4.2,,,,
1014,1017,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Turó de la Rovira,41.4194,2.16174,Histórico,bunker,mountain,,,4.3,,,,
1027,1030,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Església de Sant Martí de Provençals,41.4209,2.19691,Puente,bridge,building,,,4.3,,,,
1168,1171,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Monasterio de San Jerónimo del Valle de Hebrón,41.4305,2.12791,Histórico,ruins,destroyed monastery,,,4.4,,,,
1170,1173,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,No Llegiu,41.4006,2.20468,Cultural,artwork,bookstore,,,4.8,,,,
1171,1174,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Can Calopa de Dalt,41.4291,2.0617,Histórico,ruins,building,,,4.2,,,,
1172,1175,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Torre de Santa Margarida,41.4067,2.07128,Histórico,ruins,masia,,,4.9,,,,
1174,1177,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Fundació ACE,41.386,2.12618,Histórico,ruins,foundation,,,3.4,,,,
1176,1179,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Asociación de Editores en Lengua Catalana,41.3949,2.16582,Histórico,ruins,nonprofit organization,Mo-Fr 10:00-13:00,OSM,4.7,,,,0.35
1181,1184,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Teatre del Cercle Catòlic de Gràcia,41.4036,2.15304,Histórico,ruins,theater,,,4.8,,,,
1185,1188,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Espai Albert Musons,41.406,2.15646,Histórico,ruins,cultural center,,,4.7,,,,
1208,1211,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa Vidal (Barcelona),41.4352,2.18953,Histórico,ruins,house,"Mo-Fr 10:00-13:30,17:00-20:30; Sa 10:00-14:00",OSM,4.6,,,,0.36
1209,1212,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa Cornet,41.3841,2.1739,Histórico,ruins,house,,,4.5,,,,
1210,1213,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Finca Sansalvador,41.4189,2.14825,Histórico,ruins,single-family detached home,,,4.4,,,,
1213,1216,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Jardins d'Euterpe,41.3928,2.16259,Histórico,ruins,theater,,,4.4,,,,
1214,1217,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa Bech,41.4198,2.15921,Histórico,ruins,building,,,4.6,,,,
1215,1218,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa Miquel Call Millàs,41.403,2.15762,Histórico,ruins,building,,,3.9,,,,
1265,1268,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Carrer de Badal,41.3726,2.13182,Histórico,ruins,street,,,4.3,,,,
1317,1321,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Puente de Bac de Roda,41.4162,2.1925,Puente,bridge,bridge,Mo-Fr 06:30-23:30; Sa 08:00-21:00; Su 09:00-20:00,OSM,4.2,,,,0.76
1637,1641,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Monte Táber,41.3834,2.17717,Histórico,ruins,mountain,Mo-Sa 08:00-20:00; Su off,OSM,4.7,,,,0.44
1879,1883,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Can Valent,41.4353,2.17954,Histórico,ruins,building,,,4.5,,,,
1931,1935,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Castell d'Olorda,41.4163,2.05779,Histórico,ruins,castle,,,3.9,,,,
2036,2040,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Barcelona a Prim,41.3864,2.1868,Monumento,memorial,sculpture,,,4.4,,,,
2093,2097,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Buenaventura Durruti,41.354,2.15013,Monumento,memorial,human,,,3.5,,,,
2126,2130,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,A los mártires de la independencia,41.3836,2.17578,Monumento,memorial,sculpture,Mo-Th 09:00-17:00; Fr 09:00-15:00,OSM,4.5,,,,0.48
2139,2143,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Cinema Comèdia,41.3881,2.16631,Monumento,memorial,movie theater,,,4.3,,,,
2142,2146,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,A Joan Güell i Ferrer,41.3887,2.16729,Monumento,memorial,sculpture,Mo-Su 09:30-22:00,OSM,3.9,,,,0.35
2150,2154,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,"Monumento en memoria de los gais, lesbianas y personas transexuales represaliadas",41.3861,2.18627,Monumento,memorial,LGBT historic place,,,4.5,,,,
2185,2189,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Fossar de les Moreres,41.3837,2.18234,Monumento,memorial,square,Mo-Th 17:30-02:30; Fr 17:30-03:00; Sa 12:00-03:00; Su 12:00-02:30,OSM,4.2,,,,0.47
2209,2213,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Conxita Julià,41.3914,2.17979,Monumento,memorial,human,Mo-Sa 10:30-20:30,OSM,4.1,,,,0.32
2229,2233,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,A Rafael Casanova,41.3909,2.17752,Monumento,memorial,sculpture,,,4.6,,,,
2247,2251,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Pueblo Nuevo (Barcelona),41.3991,2.20401,Monumento,memorial,neighborhood,,,4.2,,,,
2248,2252,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,"David i Goliat, Homenatge a les Brigades Internacionals",41.4243,2.15829,Monumento,memorial,sculpture,Horaris  10.30 – 11.30 h – ESCALADA 11.30 – 12.30 h – ESCALADA 13.30 – 14.30 h – ESCALADA  15 – 16 h – TANCAT  16.30 – 17.30 h – ESCALADA 17.30 – 18.30 h – ESCALADA 18.30 – 19.30 h – ESCALADA 19.30 – 20.30 h – ESCALADA 20.30 – 21:30 h – ESCALADA,OSM,4.6,,,,0.34
2253,2257,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,El Beso de la Muerte,41.3962,2.2042,Monumento,memorial,sculpture,,,4.3,,,,
2293,2297,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Xemeneia Macosa,41.4068,2.2101,Monumento,memorial,factory chimney,,,4.4,,,,
2381,2385,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,"Habitatge a la baixada de Santa Eulàlia, 3",41.3829,2.1751,Monumento,memorial,house,"Mo-Fr 09:30-18:30; Sa 09:30-17:15; Su,PH 14:00-17:00",OSM,3.9,,,,0.57
2472,2476,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Francesch Carreras,41.3885,2.18782,Monumento,memorial,human,Mo-Su 10:00-22:30,OSM,4.3,,,,0.41
2474,2478,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Espai Václav Havel,41.3884,2.18789,Monumento,memorial,memorial,,,4.5,,,,
2487,2491,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Col·legi de Cirurgia,41.3816,2.16961,Monumento,memorial,building,,,4.5,,,,
2511,2515,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,San Jorge (Llimona),41.3671,2.14375,Monumento,memorial,monument,,,4.7,,,,
2512,2516,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Antiga Casa Cotchet-Xancó,41.3811,2.17339,Monumento,memorial,commercial establishment,,,4.8,,,,
2569,2573,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Can Batlló,41.3699,2.13753,Monumento,memorial,factory,Th 17:00 -21:00,OSM,4.2,,,,1.0
2581,2585,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Fossar de la Pedrera,41.3559,2.1485,Monumento,memorial,cemetery,Mo-Su 08:00-18:00,OSM,3.6,,,,0.34
2612,2616,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Glorieta de la transexual Sonia,41.3891,2.18608,Monumento,memorial,LGBT historic place,,,4.4,,,,
2619,2623,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Lluís Companys,41.3562,2.14894,Monumento,memorial,Q5,,,4.8,,,,
2663,2667,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Homenatge als castellers,41.382,2.177,Monumento,monument,sculpture,,,4.4,,,,
2672,2676,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Elogio del agua,41.4182,2.14574,Monumento,monument,sculpture,,,4.5,,,,
2741,2746,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Antic Ajuntament de les Corts,41.3855,2.12971,Monumento,monument,building,"Mo-Fr 09:00-23:00; Sa 09:00-14:00,16:00-22:00",OSM,4.5,,,,0.49
2745,2750,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Fuente de Hércules (Gaudí),41.3878,2.11712,Monumento,monument,fountain,"Mo-Su,PH 10:00-dusk",OSM,4.7,,,,0.43
2746,2751,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Porta de Gaudí,41.386,2.12236,Monumento,monument,architectural element,"Mo-Fr 07:00-22:00; Apr,Sep: Sa 07:00-20:00; Apr,Sep: Sa 07:00-20:00; Oct-Mar: Sa 07:00-18:00; Oct-Mar: Sa 07:00-18:00; May-Aug: Sa 07:00-21:00; May-Aug: Su 10:00-21:00",OSM,4.6,,,,0.47
2825,2830,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Monumento al Doctor Robert,41.3949,2.17556,Monumento,monument,sculpture,,,4.3,,,,
2843,2848,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Pedralbes,41.3947,2.11302,Monumento,monument,administrative quarter in Barcelona,,,4.9,,,,
2910,2916,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Font de Sant Ramon,41.416,2.10281,Monumento,monument,fountain,,,4.6,,,,
2980,2986,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Monumento a Clavé,41.404,2.16352,Monumento,monument,sculpture,24/7,OSM,4.8,,,,0.56
2987,2993,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Castell de Port,41.3562,2.14785,Monumento,monument,building,,,4.6,,,,
3022,3028,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Tall Irregular Progression,41.4312,2.18204,Monumento,monument,sculpture,,,4.8,,,,
3032,3039,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa del Gremi d'Assaonadors,41.3857,2.18009,Monumento,monument,house,"Mo-Th, Su 09:30-01:00; Fr, Sa 09:30-03:00",OSM,4.8,,,,0.62
3035,3042,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Monumento a Narcís Monturiol,41.3986,2.1668,Monumento,monument,sculpture,"Mo-Su 09:00-14:00,16:00-19:00",OSM,4.4,,,,0.31
3039,3046,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Monumento a Rius y Taulet,41.389,2.18332,Monumento,monument,sculpture,Mo-Su 10:00-22:30,OSM,4.7,,,,0.3
3087,3094,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,A Francesc Layret,41.3838,2.16356,Monumento,monument,sculpture,,,4.6,,,,
3130,3137,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,El Treball,41.3708,2.15096,Monumento,monument,sculpture,24/7,OSM,4.6,,,,0.35
3132,3139,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,"Habitatge al carrer de les Basses de Sant Pere, 4",41.3885,2.18008,Monumento,monument,house,,,4.4,,,,
3143,3150,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Portal Miralles,41.392,2.12737,Monumento,monument,architectural element,Mo-Sa 09:00-21:00,OSM,3.8,,,,0.48
3160,3167,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Xemeneia de l'antiga Fábrica La Porcelana,41.373,2.14387,Monumento,monument,factory chimney,,,4.3,,,,
3180,3187,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,A Pau Casals,41.3941,2.14183,Monumento,monument,sculpture,,,4.5,,,,
3189,3196,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Pueblo Español de Barcelona,41.3693,2.14685,Monumento,monument,museum,Mo 10:00-20:00; Tu-Su 10:00-24:00; Jan 7-Feb 5 Tu-Th 10:00-20:00; Dec 25 10:00-14:00; Dec 26 10:00-24:00; Jan 1 13:00-24:00; Jan 6 10:00-20:00,OSM,4.7,,,,0.54
3227,3234,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Iglesia de San Miguel (Barcelona),41.3818,2.17742,Monumento,monument,church building,,,4.2,,,,
3355,3362,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Monumento a Colón (Barcelona),41.3758,2.17777,Monumento,monument,victory column,Mo-Su 12:00-23:00,OSM,4.6,,,,0.54
3359,3366,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Monumento a Francesc Macià,41.3863,2.1701,Monumento,monument,sculpture,,,4.4,,,,
3360,3367,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Cascada del Parque de la Ciudadela,41.3901,2.18653,Monumento,monument,sculpture,Mo-Su 10:00-22:30,OSM,4.5,,,,0.65
3469,3476,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Arco de Triunfo de Barcelona,41.391,2.18064,Monumento,monument,triumphal arch,Tu-Fr 09:00-18:00; Sa 10:00-19:00,OSM,4.5,,,,0.48
3558,3565,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Monumento a Mosén Jacint Verdaguer,41.3991,2.16994,Monumento,monument,sculpture,,,4.7,,,,
3584,3591,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Pabellón alemán (Barcelona),41.3704,2.15011,Monumento,monument,pavilion,,,4.4,,,,
3790,3797,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Templo de Augusto (Barcelona),41.3834,2.17717,Histórico,archaeological_site,archaeological site,Mo off; Tu-We 18:00-01:00; Th 18:00-02:00; Fr 18:00-03:00; Sa 12:30-03:00; Su 17:30-01:00,OSM,4.4,,,,0.5
5019,5026,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Vía sepulcral de la plaza de la Villa de Madrid,41.3843,2.17217,Histórico,archaeological_site,necropolis,,,4.8,,,,
5067,5074,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Pati Llimona,41.3817,2.17918,Histórico,archaeological_site,building,Tu-Su 12:30-24:00,OSM,4.6,,,,0.44
5286,5293,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Jaciment del Born,41.3858,2.18381,Histórico,archaeological_site,archaeological site,,,2.8,,,,
5292,5299,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Dama del paraguas,41.3856,2.18941,Cultural,artwork,sculpture,,,4.8,,,,
5331,5339,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Museo Can Framis,41.4032,2.19502,Cultural,artwork,art museum,,,4.2,,,,
5333,5341,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Al Doctor Trueta,41.4033,2.19835,Cultural,artwork,sculpture,Mo-Su 13:00-23:00,OSM,4.1,,,,0.31
5342,5350,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Plaza de George Orwell,41.3804,2.17726,Cultural,artwork,square,,,3.8,,,,
5343,5351,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Els mistos,41.43,2.15067,Cultural,artwork,sculpture,"Tu-Fr 09:00-14:00, 16:00-19:00; Sa-Su 09:00-14:00",OSM,4.0,,,,0.21
5345,5353,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Topos V,41.384,2.1775,Cultural,artwork,sculpture,Mo-Sa 08:30-22:15,OSM,4.5,,,,0.31
5348,5356,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Barcelona's Head,41.3809,2.18247,Cultural,artwork,sculpture,,,4.8,,,,
5353,5361,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Monumento al libro,41.3892,2.16804,Cultural,artwork,sculpture,,,4.9,,,,
5355,5363,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,El nen de la rutlla,41.4187,2.17193,Cultural,artwork,sculpture,,,4.1,,,,
